               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,             0.04248,            0.062761,             0.01823,             0.73796,             0.57827,             0.64918,             0.45382,            0.036473,             0.04531,            0.013084,           0.0083246,           0.0083246,           0.0083246
                  73,            0.042505,            0.063261,            0.017988,             0.73637,             0.57945,             0.64907,             0.45381,            0.036469,            0.045311,            0.013072,           0.0082804,           0.0082804,           0.0082804
                  74,            0.042432,            0.062283,            0.018274,             0.74737,             0.57299,             0.64884,             0.45408,            0.036461,            0.045305,            0.013066,           0.0082357,           0.0082357,           0.0082357
                  75,            0.042406,            0.062762,            0.018076,             0.75609,             0.56909,             0.64915,              0.4544,            0.036455,            0.045304,            0.013058,           0.0081906,           0.0081906,           0.0081906
                  76,            0.042365,            0.062347,            0.018045,             0.74779,             0.57346,             0.64924,             0.45466,             0.03645,            0.045294,            0.013054,            0.008145,            0.008145,            0.008145
                  77,            0.042436,            0.062146,            0.017962,             0.73406,             0.58054,             0.64891,             0.45478,            0.036444,            0.045289,            0.013045,           0.0080991,           0.0080991,           0.0080991
                  78,            0.042307,            0.062252,            0.017881,             0.73762,             0.57961,             0.64916,             0.45477,             0.03644,            0.045282,            0.013037,           0.0080527,           0.0080527,           0.0080527
                  79,            0.042387,            0.062075,            0.017727,             0.74052,             0.57744,             0.64933,             0.45484,            0.036435,             0.04528,            0.013028,           0.0080059,           0.0080059,           0.0080059
                  80,            0.042236,            0.061851,            0.017903,              0.6928,             0.60505,             0.64975,             0.45488,             0.03643,            0.045282,            0.013019,           0.0079588,           0.0079588,           0.0079588
                  81,            0.042226,            0.062046,            0.017555,             0.72921,             0.58258,             0.65011,             0.45496,            0.036422,            0.045269,            0.013012,           0.0079112,           0.0079112,           0.0079112
                  82,            0.042271,            0.062111,            0.017679,             0.72542,             0.58436,             0.65015,             0.45496,            0.036415,            0.045264,            0.013006,           0.0078633,           0.0078633,           0.0078633
                  83,            0.042093,             0.06169,             0.01763,             0.71838,             0.58846,             0.65041,             0.45514,            0.036409,             0.04525,            0.013002,            0.007815,            0.007815,            0.007815
                  84,            0.042105,            0.061752,            0.017745,             0.69901,             0.60032,             0.65039,             0.45518,            0.036405,            0.045252,            0.012995,           0.0077663,           0.0077663,           0.0077663
                  85,            0.042076,            0.061568,            0.017585,              0.7231,             0.58591,             0.65062,             0.45523,            0.036397,            0.045241,            0.012984,           0.0077173,           0.0077173,           0.0077173
                  86,            0.042163,            0.062176,            0.017765,             0.72086,             0.58839,             0.65145,             0.45539,            0.036389,            0.045235,            0.012974,           0.0076679,           0.0076679,           0.0076679
                  87,            0.042066,            0.061887,             0.01766,             0.71908,              0.5899,             0.65193,              0.4555,            0.036381,             0.04523,            0.012963,           0.0076182,           0.0076182,           0.0076182
                  88,            0.041983,            0.061369,            0.017621,              0.7265,             0.58514,             0.65194,             0.45553,            0.036371,            0.045225,             0.01295,           0.0075681,           0.0075681,           0.0075681
                  89,            0.041916,            0.061773,            0.017603,             0.71449,             0.59201,             0.65198,             0.45618,            0.036361,            0.045215,            0.012941,           0.0075177,           0.0075177,           0.0075177
                  90,            0.042056,            0.062776,            0.017404,             0.72714,             0.58632,             0.65206,             0.45615,            0.036351,            0.045205,             0.01293,            0.007467,            0.007467,            0.007467
                  91,            0.041897,            0.062032,            0.017457,             0.72961,             0.58545,             0.65216,             0.45638,            0.036343,            0.045191,            0.012917,            0.007416,            0.007416,            0.007416
                  92,            0.041623,            0.062075,            0.017144,             0.73202,             0.58444,             0.65225,             0.45634,            0.036336,            0.045177,            0.012904,           0.0073647,           0.0073647,           0.0073647
                  93,            0.041782,            0.061412,            0.017367,             0.72235,             0.59022,             0.65292,             0.45706,            0.036328,            0.045173,            0.012894,           0.0073131,           0.0073131,           0.0073131
                  94,            0.041748,            0.062004,            0.017274,             0.72221,             0.59002,             0.65265,             0.45688,            0.036322,            0.045167,            0.012882,           0.0072612,           0.0072612,           0.0072612
                  95,            0.041875,            0.061708,            0.017282,             0.71368,             0.59556,             0.65291,             0.45696,            0.036315,            0.045159,             0.01287,            0.007209,            0.007209,            0.007209
                  96,            0.041628,            0.061355,             0.01732,             0.71315,             0.59629,             0.65325,             0.45733,            0.036311,            0.045152,             0.01286,           0.0071566,           0.0071566,           0.0071566
                  97,            0.041314,            0.061301,            0.017301,             0.71637,             0.59384,             0.65323,              0.4575,            0.036304,             0.04514,            0.012847,           0.0071039,           0.0071039,           0.0071039
                  98,            0.041606,            0.061815,            0.017266,             0.71442,             0.59543,             0.65345,             0.45756,            0.036294,            0.045129,             0.01283,           0.0070509,           0.0070509,           0.0070509
                  99,            0.041516,            0.061824,            0.017125,             0.70965,             0.59831,             0.65361,             0.45771,            0.036284,            0.045126,            0.012817,           0.0069977,           0.0069977,           0.0069977
                 100,            0.041699,             0.06156,            0.017169,             0.71156,             0.59741,             0.65373,             0.45788,            0.036271,            0.045118,            0.012804,           0.0069442,           0.0069442,           0.0069442
                 101,            0.041603,            0.060998,            0.017065,             0.71853,             0.59352,              0.6538,             0.45823,            0.036259,            0.045116,            0.012791,           0.0068906,           0.0068906,           0.0068906
                 102,            0.041388,            0.061045,             0.01689,             0.70575,             0.60099,             0.65414,             0.45842,            0.036247,            0.045113,             0.01278,           0.0068367,           0.0068367,           0.0068367
                 103,            0.041405,            0.061272,            0.016988,             0.73635,             0.58361,             0.65424,             0.45854,            0.036237,            0.045107,            0.012769,           0.0067826,           0.0067826,           0.0067826
                 104,            0.041344,            0.061526,            0.016807,             0.73727,              0.5832,             0.65473,             0.45875,            0.036227,            0.045104,            0.012758,           0.0067283,           0.0067283,           0.0067283
                 105,            0.041091,            0.060955,             0.01642,             0.73698,              0.5836,             0.65549,             0.45879,            0.036215,            0.045094,            0.012743,           0.0066738,           0.0066738,           0.0066738
                 106,            0.041297,            0.061246,            0.016906,             0.73827,             0.58329,             0.65559,             0.45902,            0.036202,            0.045093,            0.012734,           0.0066191,           0.0066191,           0.0066191
                 107,            0.040959,             0.06047,            0.016727,             0.69173,             0.61189,             0.65553,             0.45934,            0.036189,            0.045083,            0.012724,           0.0065642,           0.0065642,           0.0065642
                 108,            0.041137,            0.060972,            0.016651,             0.69178,              0.6123,             0.65559,             0.45942,            0.036181,            0.045077,            0.012714,           0.0065092,           0.0065092,           0.0065092
                 109,            0.041197,            0.061641,            0.016558,             0.69214,              0.6127,             0.65543,             0.45978,            0.036172,            0.045073,            0.012701,            0.006454,            0.006454,            0.006454
                 110,            0.041051,            0.060607,            0.016691,             0.70831,              0.6031,             0.65574,             0.45978,            0.036162,            0.045064,            0.012687,           0.0063987,           0.0063987,           0.0063987
                 111,            0.041071,            0.060938,            0.016613,             0.71212,             0.60198,             0.65598,             0.46011,            0.036151,             0.04506,            0.012674,           0.0063432,           0.0063432,           0.0063432
                 112,            0.041049,            0.060764,            0.016407,             0.71161,             0.60271,             0.65621,             0.46055,            0.036139,            0.045055,            0.012658,           0.0062876,           0.0062876,           0.0062876
                 113,            0.040861,            0.060741,            0.016409,             0.71625,             0.59952,             0.65579,             0.46058,            0.036127,             0.04505,            0.012644,           0.0062319,           0.0062319,           0.0062319
                 114,            0.040836,            0.060843,            0.016466,             0.71098,             0.60365,             0.65596,             0.46085,            0.036117,             0.04504,             0.01263,            0.006176,            0.006176,            0.006176
                 115,             0.04083,             0.06105,            0.016412,              0.7043,             0.60814,             0.65633,             0.46105,            0.036107,             0.04503,             0.01262,           0.0061201,           0.0061201,           0.0061201
                 116,            0.040878,            0.060108,            0.016392,              0.7193,             0.59909,             0.65635,              0.4612,            0.036096,            0.045027,            0.012605,            0.006064,            0.006064,            0.006064
                 117,            0.040666,            0.059963,            0.016182,             0.72049,             0.59874,             0.65652,             0.46143,            0.036086,            0.045024,            0.012591,           0.0060079,           0.0060079,           0.0060079
                 118,             0.04092,            0.061047,            0.016139,             0.70873,             0.60619,             0.65684,             0.46162,            0.036081,            0.045019,             0.01258,           0.0059516,           0.0059516,           0.0059516
                 119,            0.040768,            0.060807,            0.016152,             0.71713,             0.59982,             0.65708,             0.46175,            0.036075,            0.045019,            0.012573,           0.0058953,           0.0058953,           0.0058953
                 120,            0.040626,            0.060789,            0.016148,             0.71903,             0.59899,             0.65699,             0.46195,            0.036066,            0.045014,            0.012563,            0.005839,            0.005839,            0.005839
                 121,            0.040596,            0.060007,            0.016163,             0.72867,             0.59368,             0.65744,             0.46195,            0.036057,            0.045007,            0.012553,           0.0057826,           0.0057826,           0.0057826
                 122,            0.040402,            0.060922,            0.016094,             0.72262,             0.59767,             0.65755,             0.46213,            0.036048,            0.045008,            0.012544,           0.0057261,           0.0057261,           0.0057261
                 123,            0.040511,            0.060182,            0.016042,             0.72122,             0.59834,             0.65762,             0.46208,            0.036038,            0.045007,            0.012536,           0.0056696,           0.0056696,           0.0056696
                 124,            0.040409,            0.060211,            0.015948,             0.72154,             0.59793,              0.6575,             0.46222,            0.036027,            0.045006,            0.012532,           0.0056131,           0.0056131,           0.0056131
                 125,            0.040217,            0.059679,            0.016013,             0.71791,             0.59975,             0.65729,             0.46226,            0.036016,            0.044998,            0.012522,           0.0055565,           0.0055565,           0.0055565
                 126,            0.040314,            0.059975,            0.015932,             0.71577,             0.60137,             0.65769,             0.46259,            0.036007,            0.044996,            0.012514,              0.0055,              0.0055,              0.0055
                 127,            0.040167,            0.060099,            0.015783,             0.70635,              0.6082,             0.65806,              0.4629,            0.035999,            0.044993,            0.012502,           0.0054435,           0.0054435,           0.0054435
                 128,            0.040157,            0.060128,            0.015951,             0.71886,             0.60009,             0.65843,             0.46333,            0.035991,            0.044988,            0.012493,           0.0053869,           0.0053869,           0.0053869
                 129,            0.040075,            0.059758,            0.015735,             0.70928,             0.60913,             0.65965,             0.46402,            0.035982,            0.044977,            0.012482,           0.0053304,           0.0053304,           0.0053304
                 130,            0.040046,            0.059984,            0.015575,             0.70667,             0.60996,             0.65977,             0.46422,            0.035974,            0.044974,            0.012473,           0.0052739,           0.0052739,           0.0052739
                 131,            0.039991,            0.060052,            0.015428,             0.70146,             0.61456,             0.65982,             0.46421,            0.035964,            0.044975,            0.012464,           0.0052174,           0.0052174,           0.0052174
                 132,            0.040126,            0.060211,            0.015508,             0.71081,             0.60752,             0.65979,             0.46419,            0.035957,             0.04497,            0.012454,            0.005161,            0.005161,            0.005161
                 133,             0.04004,            0.059722,            0.015568,             0.70113,             0.61248,             0.65975,             0.46431,            0.035949,            0.044968,            0.012445,           0.0051047,           0.0051047,           0.0051047
                 134,            0.039892,            0.060381,            0.015378,              0.7153,              0.6057,             0.66011,             0.46461,            0.035939,            0.044967,            0.012438,           0.0050484,           0.0050484,           0.0050484
                 135,            0.039764,            0.059738,            0.015251,             0.71291,             0.60766,             0.66059,             0.46495,            0.035929,             0.04496,            0.012428,           0.0049921,           0.0049921,           0.0049921
                 136,            0.039937,            0.059936,            0.015362,             0.71128,             0.60971,             0.66104,             0.46512,            0.035916,            0.044953,            0.012417,            0.004936,            0.004936,            0.004936
                 137,             0.03974,              0.0592,            0.015355,             0.71247,             0.60886,             0.66123,             0.46523,            0.035905,            0.044949,            0.012406,           0.0048799,           0.0048799,           0.0048799
                 138,            0.039754,            0.059635,            0.015256,              0.7075,             0.61239,             0.66127,              0.4652,            0.035893,            0.044947,            0.012396,            0.004824,            0.004824,            0.004824
                 139,            0.039646,            0.058773,            0.015205,             0.72736,             0.60115,             0.66171,             0.46551,            0.035882,            0.044942,            0.012386,           0.0047681,           0.0047681,           0.0047681
                 140,            0.039724,            0.058967,            0.015074,              0.7291,             0.59995,             0.66191,              0.4656,            0.035872,             0.04494,            0.012375,           0.0047124,           0.0047124,           0.0047124
                 141,             0.03946,            0.059313,            0.015007,             0.70404,             0.61532,             0.66195,              0.4663,            0.035863,            0.044939,            0.012364,           0.0046568,           0.0046568,           0.0046568
                 142,             0.03948,             0.05903,             0.01506,             0.72877,             0.60151,             0.66259,             0.46672,            0.035856,            0.044933,            0.012355,           0.0046013,           0.0046013,           0.0046013
                 143,            0.039572,            0.059194,            0.015091,             0.72308,             0.60552,              0.6626,             0.46661,             0.03585,            0.044929,             0.01235,            0.004546,            0.004546,            0.004546
                 144,            0.039609,            0.058758,            0.014978,             0.73646,             0.59647,             0.66297,             0.46682,             0.03584,            0.044928,            0.012342,           0.0044908,           0.0044908,           0.0044908
                 145,            0.039268,              0.0587,            0.014752,             0.72284,             0.60652,             0.66318,             0.46688,            0.035834,            0.044927,            0.012339,           0.0044358,           0.0044358,           0.0044358
                 146,            0.039342,            0.058991,            0.014791,             0.73381,             0.60036,             0.66352,             0.46749,            0.035822,            0.044923,            0.012329,           0.0043809,           0.0043809,           0.0043809
                 147,            0.039335,            0.058995,            0.014616,             0.73182,             0.60182,             0.66355,             0.46788,             0.03581,            0.044917,            0.012315,           0.0043262,           0.0043262,           0.0043262
                 148,            0.039203,            0.058653,            0.014841,             0.73883,             0.59858,             0.66345,             0.46787,            0.035799,            0.044917,            0.012309,           0.0042717,           0.0042717,           0.0042717
                 149,            0.038959,            0.058048,            0.014579,             0.73302,             0.60208,             0.66359,             0.46838,            0.035789,            0.044914,            0.012302,           0.0042174,           0.0042174,           0.0042174
                 150,            0.039068,            0.058637,            0.014498,             0.73389,             0.60225,             0.66439,             0.46871,            0.035779,            0.044917,            0.012295,           0.0041633,           0.0041633,           0.0041633
                 151,            0.038934,            0.058889,            0.014493,             0.73423,             0.60183,             0.66498,              0.4691,            0.035771,            0.044913,            0.012287,           0.0041094,           0.0041094,           0.0041094
                 152,            0.038947,            0.058129,            0.014359,             0.72579,             0.60742,             0.66555,             0.46948,            0.035761,            0.044907,            0.012278,           0.0040558,           0.0040558,           0.0040558
                 153,            0.038835,            0.058216,             0.01445,             0.72354,             0.60922,             0.66593,              0.4698,            0.035752,            0.044906,            0.012272,           0.0040023,           0.0040023,           0.0040023
                 154,            0.038718,            0.058165,            0.014254,             0.71812,              0.6133,             0.66619,             0.47001,            0.035745,            0.044908,            0.012264,           0.0039491,           0.0039491,           0.0039491
                 155,            0.038838,            0.058363,            0.014215,             0.73814,              0.6022,             0.66647,             0.47025,            0.035737,             0.04491,            0.012257,           0.0038961,           0.0038961,           0.0038961
                 156,            0.038908,            0.058589,            0.014478,             0.73619,              0.6033,             0.66639,             0.47042,             0.03573,            0.044907,            0.012248,           0.0038434,           0.0038434,           0.0038434
                 157,            0.038635,            0.058029,            0.014215,             0.74444,             0.59826,             0.66654,              0.4705,            0.035724,            0.044912,            0.012244,            0.003791,            0.003791,            0.003791
                 158,            0.038625,            0.057872,            0.014266,              0.7257,             0.61093,             0.66644,             0.47076,            0.035717,            0.044916,            0.012237,           0.0037388,           0.0037388,           0.0037388
                 159,            0.038593,            0.057833,            0.014126,             0.72663,              0.6115,             0.66688,             0.47105,            0.035707,            0.044916,            0.012227,           0.0036869,           0.0036869,           0.0036869
                 160,            0.038342,            0.058191,            0.013913,             0.72742,             0.61121,             0.66683,             0.47132,            0.035701,            0.044918,             0.01222,           0.0036353,           0.0036353,           0.0036353
                 161,            0.038429,            0.057902,            0.013909,             0.72578,             0.61302,             0.66697,             0.47127,            0.035691,            0.044916,            0.012209,            0.003584,            0.003584,            0.003584
