               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.042375,            0.061934,            0.018011,             0.74686,             0.59887,             0.66242,             0.46783,            0.035433,            0.044767,            0.012653,            0.009641,            0.009641,            0.009641
                  34,            0.042301,            0.062286,            0.017835,             0.75216,              0.5939,             0.66243,             0.46806,              0.0354,            0.044767,            0.012622,           0.0096186,           0.0096186,           0.0096186
                  35,            0.042276,            0.062202,            0.017879,             0.73078,             0.60548,             0.66284,             0.46842,            0.035371,             0.04477,            0.012599,           0.0095955,           0.0095955,           0.0095955
                  36,            0.042164,            0.061936,            0.017734,             0.71768,             0.61272,             0.66262,             0.46855,            0.035344,            0.044762,            0.012578,           0.0095717,           0.0095717,           0.0095717
                  37,            0.041975,            0.061385,            0.017781,             0.71995,             0.61185,             0.66312,             0.46888,            0.035324,            0.044744,            0.012557,           0.0095473,           0.0095473,           0.0095473
                  38,            0.041957,            0.061291,            0.017733,             0.71678,             0.61422,             0.66343,              0.4694,            0.035308,            0.044725,            0.012536,           0.0095223,           0.0095223,           0.0095223
                  39,            0.042181,            0.061648,            0.017851,             0.72543,             0.60968,             0.66401,             0.47021,             0.03529,            0.044695,            0.012515,           0.0094966,           0.0094966,           0.0094966
                  40,            0.042115,            0.061625,            0.017743,             0.72552,             0.60962,             0.66427,             0.47025,            0.035284,             0.04468,            0.012504,           0.0094703,           0.0094703,           0.0094703
                  41,            0.041933,            0.062035,            0.017485,             0.72839,             0.60816,              0.6645,             0.47044,            0.035271,            0.044661,             0.01249,           0.0094434,           0.0094434,           0.0094434
                  42,            0.041984,            0.061581,            0.017513,             0.73099,             0.60771,             0.66476,             0.47088,            0.035261,            0.044638,            0.012475,           0.0094158,           0.0094158,           0.0094158
                  43,            0.041934,            0.060754,            0.017594,             0.73296,             0.60628,             0.66489,             0.47084,            0.035252,            0.044624,            0.012473,           0.0093877,           0.0093877,           0.0093877
                  44,            0.041964,            0.061469,            0.017608,             0.73478,             0.60517,             0.66509,             0.47133,            0.035244,             0.04461,            0.012467,           0.0093589,           0.0093589,           0.0093589
                  45,            0.041929,            0.062253,            0.017549,             0.73257,             0.60677,             0.66544,             0.47134,            0.035244,             0.04459,            0.012463,           0.0093295,           0.0093295,           0.0093295
                  46,            0.041833,            0.061215,            0.017307,             0.72401,              0.6117,              0.6654,             0.47147,            0.035237,            0.044571,            0.012457,           0.0092995,           0.0092995,           0.0092995
                  47,            0.041947,            0.061803,            0.017476,             0.72541,             0.61075,             0.66547,             0.47176,            0.035232,            0.044551,            0.012447,           0.0092689,           0.0092689,           0.0092689
                  48,             0.04191,            0.061236,            0.017447,             0.72786,             0.60918,             0.66609,             0.47148,            0.035228,            0.044537,            0.012439,           0.0092377,           0.0092377,           0.0092377
                  49,            0.041627,            0.061351,            0.017375,             0.73797,             0.60342,             0.66602,             0.47188,            0.035224,            0.044524,            0.012432,           0.0092059,           0.0092059,           0.0092059
                  50,             0.04176,            0.061289,            0.017436,             0.74494,             0.59992,             0.66639,             0.47193,            0.035218,            0.044511,            0.012425,           0.0091735,           0.0091735,           0.0091735
                  51,            0.041516,            0.061257,            0.017226,             0.73678,             0.60515,             0.66681,               0.472,            0.035213,            0.044491,            0.012413,           0.0091406,           0.0091406,           0.0091406
                  52,            0.041668,            0.061727,            0.017268,             0.72578,             0.61231,             0.66696,              0.4725,            0.035208,            0.044477,            0.012406,           0.0091071,           0.0091071,           0.0091071
                  53,            0.041711,            0.061439,            0.017386,             0.73077,             0.61004,             0.66703,             0.47284,            0.035202,            0.044463,            0.012397,            0.009073,            0.009073,            0.009073
                  54,            0.041745,            0.061311,            0.017307,             0.73352,             0.60842,             0.66698,              0.4729,            0.035201,            0.044457,            0.012393,           0.0090383,           0.0090383,           0.0090383
                  55,            0.041752,            0.061468,            0.017261,              0.7312,             0.61035,             0.66721,             0.47289,            0.035201,            0.044455,            0.012389,           0.0090031,           0.0090031,           0.0090031
                  56,            0.041534,            0.061361,            0.017299,              0.7473,             0.60077,              0.6672,             0.47258,              0.0352,            0.044442,            0.012384,           0.0089673,           0.0089673,           0.0089673
                  57,            0.041475,            0.061096,            0.017191,             0.74603,             0.60169,             0.66711,             0.47255,            0.035198,            0.044434,            0.012375,            0.008931,            0.008931,            0.008931
                  58,            0.041461,            0.061109,            0.017105,             0.74598,             0.60166,             0.66714,             0.47244,            0.035195,             0.04442,            0.012365,           0.0088941,           0.0088941,           0.0088941
                  59,            0.041451,             0.06077,            0.017096,             0.74748,             0.60084,              0.6677,             0.47268,            0.035193,            0.044412,            0.012358,           0.0088567,           0.0088567,           0.0088567
                  60,            0.041572,            0.061355,            0.017036,             0.75228,             0.59861,             0.66798,             0.47271,            0.035188,            0.044405,            0.012351,           0.0088188,           0.0088188,           0.0088188
                  61,            0.041495,            0.061523,             0.01698,             0.73857,             0.60583,             0.66805,              0.4728,            0.035184,            0.044392,            0.012348,           0.0087804,           0.0087804,           0.0087804
                  62,            0.041594,            0.061269,             0.01708,             0.73264,             0.60935,             0.66822,               0.473,            0.035181,            0.044382,            0.012347,           0.0087414,           0.0087414,           0.0087414
                  63,            0.041418,            0.061257,            0.017042,             0.74146,             0.60389,             0.66789,             0.47296,             0.03518,            0.044378,            0.012345,           0.0087019,           0.0087019,           0.0087019
                  64,            0.041514,            0.060728,            0.017103,             0.74125,             0.60442,             0.66795,             0.47328,            0.035175,             0.04437,            0.012337,           0.0086619,           0.0086619,           0.0086619
                  65,            0.041209,            0.060644,            0.017018,             0.73477,              0.6089,             0.66826,             0.47347,            0.035171,            0.044359,            0.012333,           0.0086214,           0.0086214,           0.0086214
                  66,            0.041294,            0.061048,            0.016866,             0.73586,             0.60822,             0.66854,             0.47332,            0.035169,            0.044345,            0.012324,           0.0085805,           0.0085805,           0.0085805
                  67,            0.041253,            0.060523,            0.017035,             0.75273,             0.59845,             0.66858,             0.47343,            0.035164,             0.04434,             0.01232,            0.008539,            0.008539,            0.008539
                  68,            0.041131,            0.060555,            0.016827,             0.72555,             0.61329,             0.66823,             0.47332,            0.035159,            0.044332,            0.012314,           0.0084971,           0.0084971,           0.0084971
                  69,            0.041292,            0.061581,            0.016861,             0.74884,             0.59908,              0.6679,             0.47317,             0.03516,            0.044327,            0.012308,           0.0084546,           0.0084546,           0.0084546
                  70,            0.041159,            0.060847,            0.016656,             0.72574,             0.61227,             0.66808,             0.47368,            0.035157,            0.044323,            0.012303,           0.0084118,           0.0084118,           0.0084118
                  71,            0.041041,            0.060922,            0.016666,             0.74607,             0.59969,              0.6681,             0.47371,            0.035152,            0.044315,            0.012298,           0.0083684,           0.0083684,           0.0083684
                  72,            0.041115,             0.06153,              0.0167,             0.72406,             0.61253,             0.66852,              0.4737,            0.035149,            0.044313,            0.012294,           0.0083246,           0.0083246,           0.0083246
                  73,            0.040973,            0.060711,            0.016457,              0.7293,             0.60841,             0.66836,             0.47388,            0.035143,            0.044307,            0.012284,           0.0082804,           0.0082804,           0.0082804
                  74,            0.041057,            0.060748,             0.01663,             0.73326,             0.60543,             0.66802,             0.47377,            0.035139,            0.044302,            0.012275,           0.0082357,           0.0082357,           0.0082357
                  75,            0.041154,            0.060722,             0.01663,             0.74586,              0.5981,             0.66834,             0.47397,            0.035134,            0.044297,            0.012261,           0.0081906,           0.0081906,           0.0081906
                  76,            0.040782,            0.060569,            0.016416,              0.7442,             0.59881,             0.66838,             0.47408,            0.035129,            0.044292,            0.012252,            0.008145,            0.008145,            0.008145
                  77,            0.040969,            0.060916,            0.016602,               0.737,             0.60303,             0.66841,             0.47446,            0.035121,            0.044277,            0.012247,           0.0080991,           0.0080991,           0.0080991
                  78,            0.040825,            0.060385,              0.0165,             0.75286,             0.59449,             0.66837,             0.47466,            0.035113,            0.044269,            0.012235,           0.0080527,           0.0080527,           0.0080527
                  79,             0.04074,            0.060578,            0.016486,              0.7569,             0.59239,             0.66851,              0.4746,            0.035107,            0.044256,            0.012222,           0.0080059,           0.0080059,           0.0080059
                  80,            0.040851,            0.060805,            0.016288,              0.7596,             0.59107,             0.66851,             0.47472,            0.035101,            0.044249,            0.012212,           0.0079588,           0.0079588,           0.0079588
                  81,            0.040718,            0.060599,            0.016324,             0.75309,             0.59333,             0.66828,             0.47466,            0.035095,            0.044242,            0.012202,           0.0079112,           0.0079112,           0.0079112
                  82,             0.04073,            0.060268,            0.016349,             0.69434,              0.6285,              0.6683,             0.47473,            0.035089,            0.044233,            0.012192,           0.0078633,           0.0078633,           0.0078633
                  83,            0.040631,            0.060074,            0.016358,             0.69422,             0.62858,             0.66825,             0.47469,            0.035085,            0.044224,            0.012185,            0.007815,            0.007815,            0.007815
                  84,            0.040771,            0.059938,            0.016315,             0.69572,             0.62907,             0.66834,             0.47461,            0.035082,            0.044214,            0.012181,           0.0077663,           0.0077663,           0.0077663
                  85,            0.040646,            0.059737,            0.016079,             0.70151,             0.62548,             0.66852,             0.47474,             0.03508,            0.044209,            0.012173,           0.0077173,           0.0077173,           0.0077173
                  86,              0.0406,            0.059995,            0.016248,             0.70018,             0.62625,             0.66833,             0.47511,            0.035074,            0.044194,            0.012165,           0.0076679,           0.0076679,           0.0076679
                  87,            0.040464,            0.059998,            0.016039,             0.72057,             0.61278,             0.66825,             0.47517,            0.035073,            0.044187,            0.012157,           0.0076182,           0.0076182,           0.0076182
                  88,             0.04048,            0.060278,            0.016214,             0.69951,             0.62636,             0.66832,             0.47534,             0.03507,            0.044179,             0.01215,           0.0075681,           0.0075681,           0.0075681
                  89,            0.040401,            0.060098,            0.015997,             0.72352,             0.61068,             0.66831,             0.47565,            0.035064,            0.044182,            0.012143,           0.0075177,           0.0075177,           0.0075177
                  90,            0.040434,            0.059559,             0.01612,             0.73032,             0.60809,             0.66858,             0.47583,            0.035057,            0.044177,            0.012135,            0.007467,            0.007467,            0.007467
                  91,            0.040283,            0.059693,            0.016086,             0.72736,             0.61009,             0.66872,             0.47577,            0.035048,            0.044181,            0.012125,            0.007416,            0.007416,            0.007416
                  92,            0.040309,            0.059627,            0.015838,             0.72616,             0.61073,             0.66879,             0.47598,             0.03504,            0.044183,            0.012116,           0.0073647,           0.0073647,           0.0073647
                  93,            0.040303,            0.059958,            0.015814,             0.72055,             0.61509,             0.66888,             0.47582,             0.03503,            0.044179,            0.012113,           0.0073131,           0.0073131,           0.0073131
                  94,            0.040097,            0.059199,            0.015813,             0.71485,             0.61874,             0.66926,             0.47615,            0.035023,            0.044172,            0.012107,           0.0072612,           0.0072612,           0.0072612
                  95,            0.040289,            0.060186,            0.015821,             0.72898,             0.60974,             0.66942,             0.47578,            0.035016,            0.044168,              0.0121,            0.007209,            0.007209,            0.007209
                  96,            0.040381,             0.06022,            0.015795,             0.73257,             0.60769,             0.66943,              0.4759,            0.035009,            0.044166,            0.012096,           0.0071566,           0.0071566,           0.0071566
                  97,             0.04001,            0.059683,            0.015738,             0.72892,             0.60975,             0.66954,              0.4761,            0.035002,            0.044165,            0.012087,           0.0071039,           0.0071039,           0.0071039
                  98,            0.039913,            0.059406,            0.015588,             0.74019,             0.60314,             0.66968,             0.47614,            0.034993,            0.044161,             0.01208,           0.0070509,           0.0070509,           0.0070509
                  99,            0.040128,            0.060433,            0.015658,             0.74046,             0.60283,             0.66981,             0.47639,            0.034983,            0.044161,            0.012072,           0.0069977,           0.0069977,           0.0069977
                 100,            0.040088,             0.06029,            0.015569,             0.74339,             0.60124,              0.6704,             0.47626,            0.034976,            0.044155,            0.012062,           0.0069442,           0.0069442,           0.0069442
                 101,            0.039975,            0.059631,            0.015622,             0.73436,             0.60653,             0.67062,             0.47652,            0.034971,            0.044153,            0.012057,           0.0068906,           0.0068906,           0.0068906
                 102,            0.039951,            0.059473,            0.015535,             0.72913,              0.6092,             0.67057,             0.47641,            0.034967,             0.04415,            0.012053,           0.0068367,           0.0068367,           0.0068367
                 103,             0.03976,            0.058824,            0.015348,             0.72868,             0.60898,              0.6705,             0.47653,            0.034963,            0.044149,            0.012045,           0.0067826,           0.0067826,           0.0067826
                 104,            0.039829,            0.059752,            0.015335,             0.71714,              0.6168,             0.67058,             0.47697,            0.034955,            0.044145,            0.012035,           0.0067283,           0.0067283,           0.0067283
                 105,            0.039734,             0.05934,            0.015126,             0.70496,             0.62501,              0.6713,             0.47718,            0.034948,            0.044144,            0.012029,           0.0066738,           0.0066738,           0.0066738
                 106,            0.039854,            0.059073,            0.015485,             0.73936,             0.60322,             0.67117,             0.47755,             0.03494,            0.044141,             0.01202,           0.0066191,           0.0066191,           0.0066191
                 107,            0.039692,             0.05902,             0.01521,             0.70862,             0.62331,             0.67151,             0.47756,             0.03493,            0.044139,            0.012009,           0.0065642,           0.0065642,           0.0065642
                 108,            0.039609,            0.058873,            0.015302,             0.72705,             0.61048,             0.67132,             0.47793,             0.03492,            0.044129,            0.012003,           0.0065092,           0.0065092,           0.0065092
                 109,            0.039453,            0.059267,            0.015207,             0.71926,             0.61613,             0.67167,              0.4779,            0.034907,             0.04412,            0.011994,            0.006454,            0.006454,            0.006454
                 110,            0.039537,            0.059082,            0.015102,              0.7179,             0.61727,             0.67196,             0.47839,            0.034895,             0.04411,            0.011982,           0.0063987,           0.0063987,           0.0063987
                 111,            0.039308,            0.058481,            0.015016,             0.72561,             0.61244,             0.67223,             0.47861,            0.034882,            0.044097,            0.011972,           0.0063432,           0.0063432,           0.0063432
                 112,            0.039283,            0.058927,            0.014937,             0.71378,             0.62104,             0.67242,             0.47897,            0.034873,            0.044091,            0.011966,           0.0062876,           0.0062876,           0.0062876
                 113,            0.039477,            0.059384,            0.014978,             0.73396,             0.60838,             0.67267,             0.47903,            0.034864,            0.044085,             0.01196,           0.0062319,           0.0062319,           0.0062319
                 114,             0.03929,            0.058583,            0.015032,             0.73143,             0.61064,              0.6727,             0.47921,            0.034856,            0.044084,            0.011953,            0.006176,            0.006176,            0.006176
                 115,            0.039121,            0.058567,             0.01497,             0.72297,             0.61681,              0.6731,             0.47955,            0.034846,            0.044082,            0.011942,           0.0061201,           0.0061201,           0.0061201
                 116,             0.03906,            0.058959,            0.014937,              0.7449,             0.60299,             0.67342,             0.47972,            0.034836,            0.044074,            0.011933,            0.006064,            0.006064,            0.006064
                 117,            0.039064,            0.057658,            0.014729,             0.72983,             0.61246,             0.67365,             0.47973,            0.034831,            0.044068,            0.011927,           0.0060079,           0.0060079,           0.0060079
                 118,            0.039221,            0.059901,            0.014791,             0.75328,             0.59958,             0.67427,              0.4801,            0.034822,            0.044063,            0.011923,           0.0059516,           0.0059516,           0.0059516
                 119,            0.039022,            0.058581,            0.014632,             0.75597,             0.59883,             0.67443,             0.48058,            0.034812,            0.044057,            0.011915,           0.0058953,           0.0058953,           0.0058953
                 120,            0.038859,             0.05805,            0.014443,             0.75338,             0.60077,             0.67474,             0.48079,              0.0348,            0.044054,            0.011909,            0.005839,            0.005839,            0.005839
                 121,            0.038914,            0.058051,            0.014572,             0.73092,             0.61395,             0.67486,             0.48101,             0.03479,            0.044048,            0.011905,           0.0057826,           0.0057826,           0.0057826
                 122,            0.038913,            0.058258,            0.014579,             0.75217,             0.60166,             0.67519,             0.48114,            0.034781,            0.044051,            0.011897,           0.0057261,           0.0057261,           0.0057261
                 123,            0.038793,            0.058963,            0.014492,             0.73096,             0.61462,             0.67565,             0.48119,            0.034774,            0.044051,            0.011888,           0.0056696,           0.0056696,           0.0056696
                 124,            0.038833,            0.058677,             0.01443,             0.74485,             0.60653,              0.6756,             0.48144,            0.034768,            0.044058,            0.011878,           0.0056131,           0.0056131,           0.0056131
                 125,            0.038658,            0.057486,            0.014272,             0.74105,             0.60947,             0.67601,             0.48171,            0.034759,            0.044058,            0.011873,           0.0055565,           0.0055565,           0.0055565
                 126,            0.038816,            0.058264,             0.01441,             0.72662,             0.61904,             0.67615,             0.48187,            0.034749,            0.044064,            0.011862,              0.0055,              0.0055,              0.0055
                 127,            0.038723,            0.058055,            0.014317,             0.74206,              0.6107,             0.67616,             0.48189,            0.034741,            0.044063,            0.011853,           0.0054435,           0.0054435,           0.0054435
                 128,            0.038632,            0.058427,            0.014157,             0.75328,             0.60204,             0.67651,             0.48219,            0.034735,            0.044068,            0.011845,           0.0053869,           0.0053869,           0.0053869
                 129,            0.038535,            0.058461,             0.01415,             0.75705,             0.59991,             0.67668,              0.4823,             0.03473,            0.044065,             0.01184,           0.0053304,           0.0053304,           0.0053304
                 130,            0.038594,            0.058172,            0.014197,             0.74735,             0.60596,               0.677,              0.4824,            0.034721,            0.044059,            0.011833,           0.0052739,           0.0052739,           0.0052739
                 131,             0.03852,            0.057826,            0.013944,             0.74583,             0.60667,              0.6766,             0.48235,            0.034713,            0.044057,            0.011826,           0.0052174,           0.0052174,           0.0052174
                 132,            0.038341,            0.057614,            0.014068,             0.74439,             0.60756,             0.67658,             0.48256,            0.034709,             0.04406,            0.011826,            0.005161,            0.005161,            0.005161
                 133,            0.038343,            0.057707,            0.013873,             0.70789,              0.6319,              0.6766,             0.48265,            0.034702,            0.044057,            0.011825,           0.0051047,           0.0051047,           0.0051047
                 134,            0.038111,            0.057368,             0.01388,             0.70838,             0.63264,             0.67698,             0.48297,            0.034695,             0.04406,            0.011825,           0.0050484,           0.0050484,           0.0050484
                 135,            0.038138,            0.057495,            0.013711,             0.72324,             0.62382,             0.67713,             0.48312,            0.034686,            0.044062,            0.011819,           0.0049921,           0.0049921,           0.0049921
                 136,            0.038378,            0.057528,            0.013963,             0.73539,             0.61577,             0.67726,             0.48329,            0.034679,            0.044067,            0.011814,            0.004936,            0.004936,            0.004936
                 137,            0.038217,            0.057413,             0.01373,             0.74853,              0.6083,             0.67719,             0.48352,            0.034672,            0.044062,            0.011808,           0.0048799,           0.0048799,           0.0048799
                 138,            0.038153,            0.057257,            0.013645,             0.75672,             0.60314,             0.67717,             0.48391,            0.034666,            0.044064,              0.0118,            0.004824,            0.004824,            0.004824
                 139,             0.03787,            0.057168,            0.013673,             0.72183,             0.62581,             0.67693,             0.48374,            0.034659,            0.044068,            0.011796,           0.0047681,           0.0047681,           0.0047681
                 140,            0.037991,            0.057204,            0.013655,             0.71673,             0.62825,             0.67675,              0.4837,            0.034651,            0.044072,             0.01179,           0.0047124,           0.0047124,           0.0047124
                 141,            0.037876,            0.057067,            0.013622,             0.72224,             0.62389,             0.67703,             0.48399,            0.034642,            0.044081,            0.011782,           0.0046568,           0.0046568,           0.0046568
                 142,            0.037836,            0.056993,            0.013379,             0.74141,             0.61152,             0.67691,             0.48421,            0.034631,            0.044083,            0.011772,           0.0046013,           0.0046013,           0.0046013
                 143,            0.037707,            0.056714,            0.013546,             0.73654,             0.61539,             0.67695,             0.48429,            0.034622,             0.04409,            0.011767,            0.004546,            0.004546,            0.004546
                 144,            0.037721,            0.057128,            0.013489,             0.73724,              0.6151,             0.67716,             0.48452,            0.034612,            0.044095,             0.01176,           0.0044908,           0.0044908,           0.0044908
                 145,            0.037559,            0.056198,            0.013211,             0.71248,             0.63176,             0.67749,             0.48449,            0.034604,            0.044104,            0.011756,           0.0044358,           0.0044358,           0.0044358
                 146,            0.037624,            0.056421,            0.013297,             0.73541,             0.61632,             0.67724,             0.48488,            0.034597,            0.044108,            0.011752,           0.0043809,           0.0043809,           0.0043809
                 147,            0.037598,            0.056527,             0.01333,             0.73776,             0.61506,             0.67738,              0.4849,            0.034588,            0.044114,             0.01175,           0.0043262,           0.0043262,           0.0043262
                 148,            0.037609,            0.056362,            0.013367,             0.71832,             0.62838,             0.67723,             0.48499,            0.034582,            0.044123,            0.011746,           0.0042717,           0.0042717,           0.0042717
                 149,            0.037466,            0.056515,            0.013147,             0.72246,             0.62755,             0.67744,             0.48519,            0.034578,            0.044135,            0.011744,           0.0042174,           0.0042174,           0.0042174
                 150,            0.037253,            0.055642,            0.013035,             0.71776,             0.63034,             0.67756,             0.48558,            0.034574,            0.044143,            0.011739,           0.0041633,           0.0041633,           0.0041633
                 151,            0.037147,            0.056378,            0.012928,             0.72035,             0.62854,              0.6779,             0.48561,            0.034569,            0.044145,            0.011734,           0.0041094,           0.0041094,           0.0041094
                 152,            0.037114,            0.056365,            0.012912,             0.72045,             0.63007,             0.67835,             0.48595,            0.034563,            0.044153,            0.011729,           0.0040558,           0.0040558,           0.0040558
                 153,            0.037112,            0.056017,             0.01292,             0.71417,             0.63421,             0.67873,             0.48633,            0.034556,             0.04416,            0.011723,           0.0040023,           0.0040023,           0.0040023
                 154,            0.037051,            0.055989,            0.012658,             0.71566,             0.63389,              0.6788,              0.4863,            0.034553,            0.044169,            0.011718,           0.0039491,           0.0039491,           0.0039491
                 155,            0.036721,            0.055246,            0.012798,             0.72955,             0.62543,             0.67898,             0.48649,            0.034549,            0.044175,            0.011711,           0.0038961,           0.0038961,           0.0038961
                 156,            0.036922,            0.055478,            0.012655,             0.73257,             0.62378,             0.67937,             0.48661,            0.034541,            0.044185,            0.011703,           0.0038434,           0.0038434,           0.0038434
                 157,            0.036827,            0.055314,            0.012727,             0.73394,             0.62363,             0.67963,             0.48676,            0.034535,            0.044195,            0.011701,            0.003791,            0.003791,            0.003791
                 158,             0.03679,            0.055118,            0.012629,               0.739,             0.62032,             0.67961,             0.48682,            0.034527,            0.044207,            0.011696,           0.0037388,           0.0037388,           0.0037388
                 159,            0.036926,            0.055457,             0.01246,             0.74399,              0.6178,             0.67971,             0.48711,            0.034521,            0.044216,            0.011687,           0.0036869,           0.0036869,           0.0036869
                 160,             0.03668,             0.05547,             0.01257,             0.75335,             0.61228,             0.67981,             0.48729,            0.034516,            0.044221,            0.011684,           0.0036353,           0.0036353,           0.0036353
                 161,            0.036472,            0.055496,            0.012396,             0.74919,             0.61526,             0.68007,             0.48765,             0.03451,            0.044229,             0.01168,            0.003584,            0.003584,            0.003584
