               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.036585,            0.055299,            0.012304,             0.73692,             0.62203,             0.67992,              0.4876,            0.034503,            0.044236,            0.011677,            0.003533,            0.003533,            0.003533
                 163,            0.036634,            0.054893,            0.012382,             0.73453,             0.62601,             0.67985,             0.48751,            0.034499,            0.044238,            0.011678,           0.0034823,           0.0034823,           0.0034823
                 164,            0.036356,            0.054629,            0.012277,              0.7237,             0.63387,             0.68001,             0.48769,            0.034495,            0.044253,            0.011677,           0.0034319,           0.0034319,           0.0034319
                 165,            0.036298,            0.054895,            0.012211,             0.72613,              0.6327,             0.67985,             0.48779,            0.034495,            0.044265,            0.011678,           0.0033818,           0.0033818,           0.0033818
                 166,            0.036346,            0.054569,             0.01221,             0.72194,             0.63494,             0.68029,              0.4881,            0.034495,            0.044274,             0.01168,           0.0033321,           0.0033321,           0.0033321
                 167,            0.036171,             0.05442,            0.011932,             0.73902,             0.62375,             0.68035,              0.4885,            0.034494,            0.044281,            0.011679,           0.0032827,           0.0032827,           0.0032827
                 168,            0.036259,            0.054632,             0.01198,             0.73478,             0.62762,             0.68048,             0.48863,            0.034492,            0.044295,            0.011678,           0.0032337,           0.0032337,           0.0032337
                 169,            0.036014,             0.05428,             0.01197,             0.73134,             0.63119,             0.68055,             0.48881,            0.034495,            0.044304,            0.011677,            0.003185,            0.003185,            0.003185
                 170,            0.036022,            0.054644,            0.011858,             0.73781,             0.62535,              0.6802,             0.48888,              0.0345,            0.044321,            0.011678,           0.0031367,           0.0031367,           0.0031367
                 171,            0.035908,            0.054321,            0.011929,             0.74018,              0.6242,              0.6806,             0.48887,            0.034499,            0.044337,            0.011679,           0.0030888,           0.0030888,           0.0030888
                 172,            0.035851,            0.054414,            0.011711,             0.73673,             0.62637,              0.6809,             0.48888,            0.034495,            0.044346,            0.011681,           0.0030412,           0.0030412,           0.0030412
                 173,            0.035619,            0.053752,            0.011581,             0.73607,             0.62732,             0.68101,             0.48897,            0.034494,            0.044362,            0.011682,           0.0029941,           0.0029941,           0.0029941
                 174,            0.035901,            0.054394,            0.011629,             0.73384,             0.62942,             0.68076,             0.48885,            0.034492,            0.044377,            0.011685,           0.0029473,           0.0029473,           0.0029473
                 175,            0.035568,            0.054032,             0.01154,              0.7325,             0.63024,             0.68089,             0.48893,             0.03449,            0.044394,            0.011689,           0.0029009,           0.0029009,           0.0029009
                 176,            0.035554,            0.053913,            0.011532,             0.73748,             0.62701,             0.68082,             0.48919,            0.034493,            0.044413,            0.011696,            0.002855,            0.002855,            0.002855
                 177,            0.035496,            0.053328,            0.011458,             0.74002,             0.62611,             0.68085,             0.48931,            0.034496,            0.044435,              0.0117,           0.0028094,           0.0028094,           0.0028094
                 178,            0.035651,            0.054055,            0.011391,             0.74178,             0.62477,             0.68106,             0.48954,            0.034496,            0.044444,            0.011704,           0.0027643,           0.0027643,           0.0027643
                 179,            0.035491,             0.05382,            0.011258,             0.74754,             0.62128,              0.6811,             0.48996,            0.034498,             0.04447,            0.011712,           0.0027196,           0.0027196,           0.0027196
                 180,            0.035424,             0.05306,            0.011386,             0.75169,             0.61902,              0.6809,             0.48962,            0.034502,            0.044487,            0.011722,           0.0026754,           0.0026754,           0.0026754
                 181,            0.035075,            0.052486,            0.011198,             0.73013,             0.63188,             0.68089,             0.48941,            0.034502,            0.044505,            0.011725,           0.0026316,           0.0026316,           0.0026316
                 182,            0.035298,             0.05291,            0.011152,              0.7363,             0.62912,             0.68096,             0.48927,            0.034504,            0.044526,            0.011732,           0.0025882,           0.0025882,           0.0025882
                 183,            0.035113,            0.053092,            0.011167,             0.73777,              0.6285,             0.68091,              0.4894,            0.034504,            0.044551,            0.011739,           0.0025454,           0.0025454,           0.0025454
                 184,            0.034971,            0.052798,            0.011089,              0.7363,             0.62864,             0.68078,             0.48959,            0.034506,            0.044576,            0.011743,           0.0025029,           0.0025029,           0.0025029
                 185,            0.034869,            0.052142,            0.010994,             0.72907,             0.63333,             0.68052,             0.48947,            0.034508,            0.044602,            0.011749,            0.002461,            0.002461,            0.002461
                 186,            0.034886,            0.052528,            0.010928,             0.73876,             0.62558,             0.68044,              0.4895,            0.034513,            0.044626,            0.011757,           0.0024195,           0.0024195,           0.0024195
                 187,            0.034925,             0.05272,            0.010911,             0.74226,             0.62313,             0.68039,             0.48954,            0.034519,            0.044656,            0.011769,           0.0023786,           0.0023786,           0.0023786
                 188,            0.034752,            0.052077,            0.010798,             0.75193,             0.61735,             0.68033,             0.48944,            0.034521,            0.044687,            0.011778,           0.0023381,           0.0023381,           0.0023381
                 189,             0.03461,            0.052402,             0.01075,             0.74218,             0.62312,             0.68018,             0.48927,             0.03452,            0.044718,            0.011784,           0.0022981,           0.0022981,           0.0022981
                 190,            0.034694,            0.052419,            0.010724,              0.7487,             0.61944,                0.68,             0.48913,            0.034525,            0.044752,            0.011796,           0.0022586,           0.0022586,           0.0022586
                 191,            0.034608,            0.052518,            0.010557,             0.74104,             0.62393,             0.68004,             0.48922,            0.034531,            0.044789,            0.011805,           0.0022196,           0.0022196,           0.0022196
                 192,            0.034535,            0.052131,            0.010574,             0.74163,             0.62342,             0.67961,             0.48869,            0.034537,            0.044828,            0.011818,           0.0021812,           0.0021812,           0.0021812
                 193,            0.034379,            0.051804,            0.010622,              0.7408,             0.62374,             0.67942,              0.4888,            0.034544,            0.044862,             0.01183,           0.0021433,           0.0021433,           0.0021433
                 194,            0.034357,            0.051479,            0.010479,             0.73717,             0.62545,             0.67906,             0.48864,            0.034551,              0.0449,            0.011839,           0.0021059,           0.0021059,           0.0021059
                 195,            0.034323,            0.051613,            0.010457,             0.74346,             0.62241,             0.67916,              0.4884,            0.034561,             0.04494,            0.011848,            0.002069,            0.002069,            0.002069
                 196,            0.034201,            0.051718,             0.01045,             0.74564,             0.62058,              0.6793,             0.48839,            0.034571,            0.044978,            0.011861,           0.0020327,           0.0020327,           0.0020327
                 197,            0.034182,            0.051485,            0.010275,             0.74637,             0.61987,              0.6791,             0.48844,            0.034581,            0.045019,            0.011873,           0.0019969,           0.0019969,           0.0019969
                 198,            0.034119,            0.051219,            0.010184,             0.75083,             0.61754,             0.67929,             0.48836,            0.034589,             0.04506,            0.011883,           0.0019617,           0.0019617,           0.0019617
                 199,            0.033933,            0.050939,            0.010449,             0.75431,             0.61477,             0.67921,             0.48793,            0.034597,            0.045108,            0.011893,            0.001927,            0.001927,            0.001927
                 200,             0.03388,            0.050982,            0.010218,             0.74606,             0.61883,             0.67919,             0.48806,            0.034608,            0.045152,            0.011905,           0.0018929,           0.0018929,           0.0018929
                 201,            0.033814,            0.050754,            0.010073,             0.74233,             0.62052,              0.6789,             0.48823,            0.034617,            0.045188,            0.011917,           0.0018594,           0.0018594,           0.0018594
                 202,            0.033779,            0.050136,            0.010137,             0.74996,             0.61631,             0.67875,             0.48829,            0.034624,            0.045225,            0.011929,           0.0018265,           0.0018265,           0.0018265
                 203,            0.033522,            0.050232,           0.0099297,             0.74639,             0.61999,             0.67891,             0.48863,            0.034632,            0.045266,            0.011941,           0.0017941,           0.0017941,           0.0017941
                 204,            0.033493,            0.050485,           0.0099195,             0.74199,             0.62246,             0.67838,             0.48861,            0.034642,            0.045311,            0.011952,           0.0017623,           0.0017623,           0.0017623
                 205,            0.033631,            0.050343,           0.0099463,             0.74284,             0.62153,             0.67823,             0.48863,            0.034653,            0.045359,            0.011967,           0.0017311,           0.0017311,           0.0017311
                 206,            0.033476,            0.050402,           0.0096836,             0.74133,             0.62186,             0.67811,             0.48844,            0.034665,            0.045403,            0.011982,           0.0017005,           0.0017005,           0.0017005
                 207,            0.033345,            0.050182,           0.0097234,             0.74089,             0.62182,             0.67767,             0.48819,            0.034675,            0.045449,            0.011995,           0.0016705,           0.0016705,           0.0016705
                 208,             0.03332,            0.049964,           0.0096669,             0.73838,              0.6237,             0.67755,             0.48825,            0.034685,              0.0455,            0.012006,           0.0016411,           0.0016411,           0.0016411
                 209,            0.033151,             0.04945,           0.0096352,             0.73786,             0.62464,             0.67702,             0.48838,            0.034694,            0.045543,            0.012016,           0.0016123,           0.0016123,           0.0016123
                 210,            0.033173,            0.050045,           0.0096338,             0.74304,             0.62055,             0.67709,             0.48834,            0.034702,             0.04559,            0.012025,           0.0015842,           0.0015842,           0.0015842
                 211,            0.033206,            0.049591,           0.0095373,             0.72938,             0.62825,             0.67669,             0.48817,            0.034712,            0.045643,            0.012038,           0.0015566,           0.0015566,           0.0015566
                 212,            0.033165,            0.049482,            0.009599,             0.73224,              0.6258,             0.67647,               0.488,            0.034723,            0.045699,            0.012053,           0.0015297,           0.0015297,           0.0015297
                 213,            0.033058,            0.049556,           0.0095565,             0.73491,             0.62405,             0.67627,              0.4875,            0.034735,            0.045753,            0.012071,           0.0015034,           0.0015034,           0.0015034
                 214,            0.032978,            0.048967,           0.0093469,             0.73623,              0.6239,              0.6754,             0.48698,            0.034743,            0.045807,            0.012092,           0.0014777,           0.0014777,           0.0014777
                 215,            0.032993,            0.049635,           0.0094101,             0.73248,             0.62595,             0.67524,             0.48706,            0.034753,            0.045855,            0.012109,           0.0014527,           0.0014527,           0.0014527
                 216,            0.032839,            0.048923,           0.0092977,             0.74009,             0.62045,             0.67491,             0.48665,            0.034767,            0.045912,            0.012126,           0.0014283,           0.0014283,           0.0014283
                 217,            0.032766,            0.049062,           0.0091984,             0.73701,             0.62084,             0.67456,             0.48662,            0.034786,            0.045969,             0.01215,           0.0014045,           0.0014045,           0.0014045
                 218,            0.032597,              0.0487,           0.0091084,             0.73579,             0.62058,             0.67418,             0.48614,            0.034804,            0.046016,            0.012175,           0.0013814,           0.0013814,           0.0013814
                 219,            0.032619,             0.04847,           0.0091887,             0.73106,             0.62358,             0.67405,             0.48614,             0.03482,            0.046065,            0.012198,            0.001359,            0.001359,            0.001359
                 220,            0.032533,            0.049005,           0.0089226,             0.73018,             0.62393,             0.67355,              0.4858,            0.034835,            0.046121,            0.012217,           0.0013372,           0.0013372,           0.0013372
                 221,             0.03244,            0.048764,           0.0089871,             0.72597,             0.62573,             0.67337,             0.48558,             0.03485,             0.04618,            0.012235,            0.001316,            0.001316,            0.001316
                 222,            0.032565,            0.048386,           0.0090068,             0.72717,              0.6248,             0.67279,             0.48561,            0.034868,            0.046241,             0.01226,           0.0012955,           0.0012955,           0.0012955
                 223,            0.032319,            0.048068,            0.008958,             0.73337,             0.62258,             0.67248,             0.48488,            0.034887,            0.046303,            0.012285,           0.0012757,           0.0012757,           0.0012757
                 224,            0.032411,             0.04806,           0.0089403,             0.73556,             0.62171,             0.67197,              0.4846,            0.034905,            0.046373,            0.012309,           0.0012565,           0.0012565,           0.0012565
                 225,            0.032399,            0.048347,           0.0091173,             0.73906,              0.6189,              0.6714,              0.4842,            0.034925,            0.046436,            0.012336,           0.0012381,           0.0012381,           0.0012381
                 226,             0.03211,            0.047822,           0.0088164,             0.74097,              0.6172,             0.67091,             0.48374,            0.034944,              0.0465,            0.012361,           0.0012202,           0.0012202,           0.0012202
                 227,            0.032108,            0.047351,           0.0087985,             0.73561,             0.62043,             0.67086,             0.48372,            0.034964,             0.04657,            0.012384,           0.0012031,           0.0012031,           0.0012031
                 228,            0.032011,            0.047878,           0.0086776,              0.7429,             0.61519,             0.67086,              0.4836,            0.034982,            0.046641,             0.01241,           0.0011867,           0.0011867,           0.0011867
                 229,            0.032156,            0.047354,           0.0086971,             0.74601,             0.61259,             0.67098,             0.48352,            0.034999,            0.046703,            0.012433,           0.0011709,           0.0011709,           0.0011709
                 230,            0.032141,            0.047939,           0.0087615,             0.74346,             0.61488,             0.67048,             0.48344,            0.035016,            0.046771,            0.012458,           0.0011558,           0.0011558,           0.0011558
                 231,            0.032146,            0.047757,           0.0087265,             0.73792,             0.61794,             0.67032,             0.48324,            0.035033,            0.046834,            0.012483,           0.0011414,           0.0011414,           0.0011414
                 232,            0.032013,            0.047462,           0.0086872,             0.74066,             0.61685,             0.67035,             0.48295,            0.035048,            0.046906,            0.012506,           0.0011277,           0.0011277,           0.0011277
                 233,            0.032056,            0.047689,            0.008533,             0.73746,             0.61837,             0.67019,             0.48281,            0.035063,            0.046975,            0.012533,           0.0011146,           0.0011146,           0.0011146
                 234,            0.031937,            0.047377,           0.0086301,             0.73643,             0.61825,             0.67015,              0.4827,            0.035079,            0.047035,            0.012561,           0.0011023,           0.0011023,           0.0011023
                 235,             0.03185,            0.047619,           0.0085222,              0.7373,             0.61702,             0.66976,             0.48248,            0.035097,            0.047093,            0.012588,           0.0010907,           0.0010907,           0.0010907
                 236,            0.031987,            0.047243,           0.0086013,             0.73499,             0.61617,             0.66933,             0.48221,            0.035113,             0.04715,            0.012613,           0.0010797,           0.0010797,           0.0010797
                 237,            0.031703,            0.046978,           0.0084743,             0.73722,             0.61421,              0.6688,             0.48251,            0.035131,            0.047207,            0.012639,           0.0010695,           0.0010695,           0.0010695
                 238,            0.031711,            0.047086,           0.0084958,             0.74457,             0.61069,             0.66868,             0.48213,            0.035149,            0.047277,            0.012667,           0.0010599,           0.0010599,           0.0010599
                 239,            0.031595,            0.046711,           0.0084764,             0.74614,             0.60873,             0.66816,             0.48162,            0.035168,            0.047341,            0.012695,           0.0010511,           0.0010511,           0.0010511
                 240,            0.031654,            0.046317,           0.0085054,             0.74781,             0.60789,             0.66783,             0.48149,            0.035188,            0.047404,             0.01272,           0.0010429,           0.0010429,           0.0010429
                 241,            0.031831,            0.047059,           0.0084598,             0.74946,             0.60691,             0.66765,             0.48148,            0.035206,            0.047474,            0.012747,           0.0010355,           0.0010355,           0.0010355
                 242,            0.031712,            0.046659,           0.0084995,              0.7373,              0.6143,             0.66736,             0.48161,            0.035224,            0.047532,            0.012771,           0.0010287,           0.0010287,           0.0010287
                 243,            0.031642,            0.046658,           0.0085726,             0.73772,             0.61419,             0.66634,             0.48099,             0.03524,            0.047591,            0.012794,           0.0010227,           0.0010227,           0.0010227
                 244,            0.031807,             0.04707,             0.00839,             0.73925,             0.61269,             0.66595,             0.48049,            0.035258,            0.047652,            0.012816,           0.0010174,           0.0010174,           0.0010174
                 245,            0.031551,            0.046409,            0.008369,             0.74781,             0.61123,             0.66647,             0.48037,            0.035276,            0.047705,            0.012833,           0.0010128,           0.0010128,           0.0010128
                 246,            0.031641,            0.046716,           0.0083977,             0.75383,             0.60753,             0.66619,              0.4803,            0.035295,            0.047763,            0.012854,           0.0010089,           0.0010089,           0.0010089
                 247,            0.031614,            0.047017,            0.008374,             0.74529,             0.61201,              0.6658,             0.47986,             0.03531,            0.047819,            0.012875,           0.0010057,           0.0010057,           0.0010057
                 248,            0.031526,            0.046326,           0.0083297,             0.75268,             0.60783,             0.66521,             0.47962,            0.035323,            0.047873,            0.012891,           0.0010032,           0.0010032,           0.0010032
                 249,            0.031584,            0.046495,           0.0083071,             0.74977,              0.6087,             0.66497,             0.47964,            0.035337,            0.047936,            0.012908,           0.0010014,           0.0010014,           0.0010014
                 249,            0.031584,            0.046495,           0.0083071,               0.743,             0.62089,             0.68329,             0.49776,            0.034498,            0.044468,            0.011712,           0.0010014,           0.0010014,           0.0010014
